stage_id,order_id,stage_name,employee_id,start_time,end_time,process_minutes
728,243,Packing,18,2025-10-25 12:15:56,2025-10-25 12:38:56,23
729,243,Shipping,15,2025-10-25 12:47:56,2025-10-25 13:17:56,30
730,244,Picking,19,2025-10-23 22:00:24,2025-10-23 22:24:24,24
731,244,Packing,16,2025-10-23 22:33:24,2025-10-23 22:53:24,20
732,244,Shipping,7,2025-10-23 23:07:24,2025-10-23 23:40:24,33
733,245,Picking,12,2025-10-26 09:43:14,2025-10-26 09:48:14,5
734,245,Packing,1,2025-10-26 09:54:14,2025-10-26 10:00:14,6
735,245,Shipping,11,2025-10-26 10:07:14,2025-10-26 10:51:14,44
736,246,Picking,16,2025-10-26 02:44:32,2025-10-26 03:08:32,24
737,246,Packing,2,2025-10-26 03:09:32,2025-10-26 03:27:32,18
738,246,Shipping,5,2025-10-26 03:34:32,2025-10-26 04:10:32,36
739,247,Picking,3,2025-10-24 20:10:01,2025-10-24 20:29:01,19
740,247,Packing,19,2025-10-24 20:37:01,2025-10-24 21:08:01,31
741,247,Shipping,4,2025-10-24 21:19:01,2025-10-24 21:58:01,39
742,248,Picking,5,2025-10-21 16:29:51,2025-10-21 17:11:51,42
743,248,Packing,8,2025-10-21 17:20:51,2025-10-21 17:28:51,8
744,248,Shipping,10,2025-10-21 17:41:51,2025-10-21 18:33:51,52
745,249,Picking,3,2025-10-24 06:03:31,2025-10-24 06:28:31,25
746,249,Packing,7,2025-10-24 06:33:31,2025-10-24 07:06:31,33
747,249,Shipping,5,2025-10-24 07:14:31,2025-10-24 07:38:31,24
748,250,Picking,14,2025-10-22 00:03:40,2025-10-22 00:14:40,11
749,250,Packing,4,2025-10-22 00:16:40,2025-10-22 00:49:40,33
750,250,Shipping,18,2025-10-22 01:03:40,2025-10-22 01:33:40,30
751,251,Picking,6,2025-10-23 09:21:29,2025-10-23 09:45:29,24
752,251,Packing,10,2025-10-23 09:52:29,2025-10-23 10:13:29,21
753,251,Shipping,20,2025-10-23 10:16:29,2025-10-23 10:31:29,15
754,252,Picking,10,2025-10-22 23:55:41,2025-10-23 00:15:41,20
755,252,Packing,9,2025-10-23 00:20:41,2025-10-23 00:50:41,30
756,252,Shipping,6,2025-10-23 00:51:41,2025-10-23 01:44:41,53
757,253,Picking,5,2025-10-23 10:45:00,2025-10-23 11:25:00,40
758,253,Packing,4,2025-10-23 11:28:00,2025-10-23 11:39:00,11
759,253,Shipping,1,2025-10-23 11:53:00,2025-10-23 12:09:00,16
760,254,Picking,19,2025-10-22 04:06:08,2025-10-22 04:23:08,17
761,254,Packing,9,2025-10-22 04:29:08,2025-10-22 04:57:08,28
762,254,Shipping,3,2025-10-22 04:59:08,2025-10-22 05:46:08,47
763,255,Picking,2,2025-10-26 04:32:49,2025-10-26 05:05:49,33
764,255,Packing,15,2025-10-26 05:07:49,2025-10-26 05:17:49,10
765,255,Shipping,2,2025-10-26 05:27:49,2025-10-26 05:44:49,17
766,256,Picking,14,2025-10-23 22:48:56,2025-10-23 23:18:56,30
767,256,Packing,6,2025-10-23 23:25:56,2025-10-23 23:31:56,6
768,256,Shipping,12,2025-10-23 23:43:56,2025-10-24 00:36:56,53
769,257,Picking,10,2025-10-24 14:18:48,2025-10-24 14:51:48,33
770,257,Packing,16,2025-10-24 14:53:48,2025-10-24 15:00:48,7
771,257,Shipping,14,2025-10-24 15:07:48,2025-10-24 15:58:48,51
772,258,Picking,17,2025-10-21 11:20:15,2025-10-21 11:42:15,22
773,258,Packing,8,2025-10-21 11:48:15,2025-10-21 12:01:15,13
774,258,Shipping,18,2025-10-21 12:14:15,2025-10-21 12:36:15,22
775,259,Picking,9,2025-10-25 11:21:55,2025-10-25 12:00:55,39
776,259,Packing,6,2025-10-25 12:07:55,2025-10-25 12:34:55,27
777,259,Shipping,1,2025-10-25 12:44:55,2025-10-25 13:18:55,34
778,260,Picking,19,2025-10-24 19:03:27,2025-10-24 19:25:27,22
779,260,Packing,8,2025-10-24 19:25:27,2025-10-24 20:00:27,35
780,260,Shipping,6,2025-10-24 20:11:27,2025-10-24 21:10:27,59
781,261,Picking,6,2025-10-24 06:39:00,2025-10-24 07:18:00,39
782,261,Packing,6,2025-10-24 07:18:00,2025-10-24 07:37:00,19
783,261,Shipping,8,2025-10-24 07:49:00,2025-10-24 08:21:00,32
784,262,Picking,7,2025-10-24 00:14:12,2025-10-24 00:56:12,42
785,262,Packing,16,2025-10-24 00:56:12,2025-10-24 01:23:12,27
786,262,Shipping,18,2025-10-24 01:27:12,2025-10-24 02:13:12,46
787,263,Picking,16,2025-10-21 19:03:50,2025-10-21 19:11:50,8
788,263,Packing,1,2025-10-21 19:14:50,2025-10-21 19:33:50,19
789,263,Shipping,11,2025-10-21 19:33:50,2025-10-21 20:16:50,43
790,264,Picking,19,2025-10-22 14:45:19,2025-10-22 15:01:19,16
791,264,Packing,5,2025-10-22 15:06:19,2025-10-22 15:14:19,8
792,264,Shipping,4,2025-10-22 15:14:19,2025-10-22 15:33:19,19
793,265,Picking,11,2025-10-24 14:58:23,2025-10-24 15:28:23,30
794,265,Packing,5,2025-10-24 15:37:23,2025-10-24 15:48:23,11
795,265,Shipping,6,2025-10-24 15:58:23,2025-10-24 16:27:23,29
796,266,Picking,19,2025-10-23 16:27:28,2025-10-23 16:52:28,25
797,266,Packing,6,2025-10-23 16:54:28,2025-10-23 17:34:28,40
798,266,Shipping,13,2025-10-23 17:45:28,2025-10-23 18:09:28,24
799,267,Picking,20,2025-10-25 05:53:51,2025-10-25 06:09:51,16
800,267,Packing,11,2025-10-25 06:09:51,2025-10-25 06:39:51,30
801,267,Shipping,20,2025-10-25 06:40:51,2025-10-25 07:01:51,21
802,268,Picking,12,2025-10-26 02:14:06,2025-10-26 02:50:06,36
803,268,Packing,11,2025-10-26 02:52:06,2025-10-26 03:18:06,26
804,268,Shipping,6,2025-10-26 03:20:06,2025-10-26 03:45:06,25
805,269,Picking,3,2025-10-24 12:09:05,2025-10-24 12:14:05,5
806,269,Packing,12,2025-10-24 12:18:05,2025-10-24 12:36:05,18
807,269,Shipping,9,2025-10-24 12:43:05,2025-10-24 13:37:05,54
808,270,Picking,16,2025-10-25 06:13:06,2025-10-25 06:42:06,29
809,270,Packing,13,2025-10-25 06:49:06,2025-10-25 07:20:06,31
810,270,Shipping,12,2025-10-25 07:25:06,2025-10-25 08:01:06,36
811,271,Picking,3,2025-10-24 04:17:48,2025-10-24 04:58:48,41
812,271,Packing,2,2025-10-24 05:08:48,2025-10-24 05:27:48,19
813,271,Shipping,10,2025-10-24 05:32:48,2025-10-24 06:10:48,38
814,272,Picking,3,2025-10-26 01:50:05,2025-10-26 02:16:05,26
815,272,Packing,18,2025-10-26 02:18:05,2025-10-26 02:47:05,29
816,272,Shipping,3,2025-10-26 02:52:05,2025-10-26 03:48:05,56
817,273,Picking,2,2025-10-21 19:21:11,2025-10-21 19:27:11,6
818,273,Packing,4,2025-10-21 19:33:11,2025-10-21 19:48:11,15
819,273,Shipping,11,2025-10-21 20:01:11,2025-10-21 20:21:11,20
820,274,Picking,8,2025-10-22 17:27:55,2025-10-22 18:07:55,40
821,274,Packing,4,2025-10-22 18:15:55,2025-10-22 18:36:55,21
822,274,Shipping,2,2025-10-22 18:45:55,2025-10-22 19:14:55,29
823,275,Picking,10,2025-10-23 02:07:46,2025-10-23 02:15:46,8
824,275,Packing,20,2025-10-23 02:20:46,2025-10-23 02:25:46,5
825,275,Shipping,16,2025-10-23 02:38:46,2025-10-23 02:53:46,15
826,276,Picking,10,2025-10-24 19:14:21,2025-10-24 19:59:21,45
827,276,Packing,13,2025-10-24 20:03:21,2025-10-24 20:13:21,10
828,276,Shipping,16,2025-10-24 20:28:21,2025-10-24 20:45:21,17
829,277,Picking,12,2025-10-22 06:15:00,2025-10-22 06:54:00,39
830,277,Packing,6,2025-10-22 07:00:00,2025-10-22 07:16:00,16
831,277,Shipping,15,2025-10-22 07:27:00,2025-10-22 08:01:00,34
832,278,Picking,4,2025-10-23 05:18:02,2025-10-23 05:37:02,19
833,278,Packing,3,2025-10-23 05:41:02,2025-10-23 05:49:02,8
834,278,Shipping,12,2025-10-23 05:53:02,2025-10-23 06:51:02,58
835,279,Picking,16,2025-10-24 03:07:31,2025-10-24 03:47:31,40
836,279,Packing,19,2025-10-24 03:47:31,2025-10-24 04:16:31,29
837,279,Shipping,8,2025-10-24 04:29:31,2025-10-24 05:13:31,44
838,280,Picking,15,2025-10-25 17:43:36,2025-10-25 17:50:36,7
839,280,Packing,6,2025-10-25 17:58:36,2025-10-25 18:36:36,38
840,280,Shipping,6,2025-10-25 18:40:36,2025-10-25 18:57:36,17
841,281,Picking,5,2025-10-24 09:42:40,2025-10-24 10:14:40,32
842,281,Packing,20,2025-10-24 10:15:40,2025-10-24 10:47:40,32
843,281,Shipping,9,2025-10-24 10:53:40,2025-10-24 11:43:40,50
844,282,Picking,17,2025-10-22 04:51:14,2025-10-22 05:20:14,29
845,282,Packing,15,2025-10-22 05:28:14,2025-10-22 05:58:14,30
846,282,Shipping,1,2025-10-22 06:08:14,2025-10-22 06:35:14,27
847,283,Picking,19,2025-10-21 15:50:27,2025-10-21 16:21:27,31
848,283,Packing,19,2025-10-21 16:22:27,2025-10-21 16:53:27,31
849,283,Shipping,19,2025-10-21 16:57:27,2025-10-21 17:16:27,19
850,284,Picking,9,2025-10-25 07:26:25,2025-10-25 07:37:25,11
851,284,Packing,13,2025-10-25 07:41:25,2025-10-25 08:20:25,39
852,284,Shipping,16,2025-10-25 08:31:25,2025-10-25 09:07:25,36
853,285,Picking,13,2025-10-25 03:56:36,2025-10-25 04:18:36,22
854,285,Packing,11,2025-10-25 04:24:36,2025-10-25 04:38:36,14
855,285,Shipping,8,2025-10-25 04:50:36,2025-10-25 05:02:36,12
856,286,Picking,9,2025-10-26 08:26:42,2025-10-26 08:54:42,28
857,286,Packing,16,2025-10-26 08:54:42,2025-10-26 09:20:42,26
858,286,Shipping,4,2025-10-26 09:29:42,2025-10-26 09:58:42,29
859,287,Picking,3,2025-10-22 22:15:12,2025-10-22 22:48:12,33
860,287,Packing,7,2025-10-22 22:53:12,2025-10-22 23:15:12,22
861,287,Shipping,15,2025-10-22 23:28:12,2025-10-23 00:16:12,48
862,288,Picking,10,2025-10-25 19:15:22,2025-10-25 19:53:22,38
863,288,Packing,17,2025-10-25 19:58:22,2025-10-25 20:06:22,8
864,288,Shipping,13,2025-10-25 20:11:22,2025-10-25 20:25:22,14
865,289,Picking,2,2025-10-22 10:10:07,2025-10-22 10:26:07,16
866,289,Packing,15,2025-10-22 10:29:07,2025-10-22 10:46:07,17
867,289,Shipping,2,2025-10-22 10:47:07,2025-10-22 11:12:07,25
868,290,Picking,4,2025-10-23 08:37:34,2025-10-23 09:05:34,28
869,290,Packing,1,2025-10-23 09:12:34,2025-10-23 09:49:34,37
870,290,Shipping,8,2025-10-23 10:01:34,2025-10-23 10:51:34,50
871,291,Picking,6,2025-10-24 19:29:30,2025-10-24 20:04:30,35
872,291,Packing,9,2025-10-24 20:13:30,2025-10-24 20:53:30,40
873,291,Shipping,3,2025-10-24 21:04:30,2025-10-24 21:36:30,32
874,292,Picking,7,2025-10-21 13:14:41,2025-10-21 13:55:41,41
875,292,Packing,9,2025-10-21 13:58:41,2025-10-21 14:17:41,19
876,292,Shipping,14,2025-10-21 14:24:41,2025-10-21 15:17:41,53
877,293,Picking,9,2025-10-24 20:00:50,2025-10-24 20:13:50,13
878,293,Packing,20,2025-10-24 20:23:50,2025-10-24 20:39:50,16
879,293,Shipping,10,2025-10-24 20:39:50,2025-10-24 21:03:50,24
880,294,Picking,15,2025-10-23 22:57:16,2025-10-23 23:26:16,29
881,294,Packing,10,2025-10-23 23:31:16,2025-10-24 00:05:16,34
882,294,Shipping,17,2025-10-24 00:13:16,2025-10-24 00:36:16,23
883,295,Picking,4,2025-10-22 00:45:40,2025-10-22 00:50:40,5
884,295,Packing,16,2025-10-22 00:58:40,2025-10-22 01:26:40,28
885,295,Shipping,3,2025-10-22 01:35:40,2025-10-22 02:04:40,29
886,296,Picking,17,2025-10-22 20:43:39,2025-10-22 21:05:39,22
887,296,Packing,8,2025-10-22 21:09:39,2025-10-22 21:33:39,24
888,296,Shipping,2,2025-10-22 21:39:39,2025-10-22 21:58:39,19
889,297,Picking,16,2025-10-22 04:18:38,2025-10-22 04:43:38,25
890,297,Packing,10,2025-10-22 04:53:38,2025-10-22 05:06:38,13
891,297,Shipping,9,2025-10-22 05:06:38,2025-10-22 05:57:38,51
892,298,Picking,8,2025-10-24 07:04:23,2025-10-24 07:11:23,7
893,298,Packing,18,2025-10-24 07:20:23,2025-10-24 07:37:23,17
894,298,Shipping,16,2025-10-24 07:47:23,2025-10-24 08:43:23,56
895,299,Picking,4,2025-10-22 04:43:38,2025-10-22 05:07:38,24
896,299,Packing,16,2025-10-22 05:09:38,2025-10-22 05:49:38,40
897,299,Shipping,5,2025-10-22 05:54:38,2025-10-22 06:22:38,28
898,300,Picking,12,2025-10-25 10:12:58,2025-10-25 10:28:58,16
899,300,Packing,8,2025-10-25 10:38:58,2025-10-25 11:04:58,26
900,300,Shipping,10,2025-10-25 11:06:58,2025-10-25 11:30:58,24
901,301,Picking,2,2025-10-22 09:46:37,2025-10-22 10:28:37,42
902,301,Packing,19,2025-10-22 10:32:37,2025-10-22 11:06:37,34
903,301,Shipping,19,2025-10-22 11:09:37,2025-10-22 11:49:37,40
904,302,Picking,10,2025-10-24 12:36:04,2025-10-24 12:53:04,17
905,302,Packing,14,2025-10-24 13:01:04,2025-10-24 13:13:04,12
906,302,Shipping,2,2025-10-24 13:25:04,2025-10-24 14:08:04,43
907,303,Picking,6,2025-10-25 19:38:58,2025-10-25 20:04:58,26
908,303,Packing,3,2025-10-25 20:10:58,2025-10-25 20:44:58,34
909,303,Shipping,16,2025-10-25 20:48:58,2025-10-25 21:18:58,30
910,304,Picking,6,2025-10-23 06:15:31,2025-10-23 06:23:31,8
911,304,Packing,19,2025-10-23 06:23:31,2025-10-23 06:56:31,33
912,304,Shipping,6,2025-10-23 07:04:31,2025-10-23 07:27:31,23
913,305,Picking,16,2025-10-24 13:19:47,2025-10-24 14:03:47,44
914,305,Packing,13,2025-10-24 14:09:47,2025-10-24 14:41:47,32
915,305,Shipping,1,2025-10-24 14:53:47,2025-10-24 15:30:47,37
916,306,Picking,1,2025-10-25 18:49:10,2025-10-25 18:54:10,5
917,306,Packing,8,2025-10-25 18:59:10,2025-10-25 19:37:10,38
918,306,Shipping,8,2025-10-25 19:43:10,2025-10-25 19:54:10,11
919,307,Picking,3,2025-10-23 03:02:25,2025-10-23 03:13:25,11
920,307,Packing,2,2025-10-23 03:19:25,2025-10-23 03:56:25,37
921,307,Shipping,10,2025-10-23 04:05:25,2025-10-23 04:25:25,20
922,308,Picking,16,2025-10-24 00:13:48,2025-10-24 00:51:48,38
923,308,Packing,12,2025-10-24 00:56:48,2025-10-24 01:28:48,32
924,308,Shipping,7,2025-10-24 01:32:48,2025-10-24 02:03:48,31
925,309,Picking,17,2025-10-24 09:35:20,2025-10-24 09:54:20,19
926,309,Packing,6,2025-10-24 09:56:20,2025-10-24 10:14:20,18
927,309,Shipping,4,2025-10-24 10:14:20,2025-10-24 11:01:20,47
928,310,Picking,2,2025-10-24 08:15:31,2025-10-24 09:00:31,45
929,310,Packing,4,2025-10-24 09:04:31,2025-10-24 09:43:31,39
930,310,Shipping,1,2025-10-24 09:44:31,2025-10-24 10:32:31,48
931,311,Picking,5,2025-10-22 23:02:57,2025-10-22 23:31:57,29
932,311,Packing,7,2025-10-22 23:32:57,2025-10-23 00:12:57,40
933,311,Shipping,1,2025-10-23 00:20:57,2025-10-23 01:00:57,40
934,312,Picking,17,2025-10-24 06:18:39,2025-10-24 06:56:39,38
935,312,Packing,20,2025-10-24 07:00:39,2025-10-24 07:13:39,13
936,312,Shipping,4,2025-10-24 07:26:39,2025-10-24 07:42:39,16
937,313,Picking,14,2025-10-24 19:34:13,2025-10-24 20:17:13,43
938,313,Packing,10,2025-10-24 20:20:13,2025-10-24 20:41:13,21
939,313,Shipping,6,2025-10-24 20:47:13,2025-10-24 21:19:13,32
940,314,Picking,3,2025-10-22 08:53:06,2025-10-22 09:28:06,35
941,314,Packing,4,2025-10-22 09:33:06,2025-10-22 09:53:06,20
942,314,Shipping,19,2025-10-22 09:53:06,2025-10-22 10:03:06,10
943,315,Picking,8,2025-10-23 19:46:01,2025-10-23 20:23:01,37
944,315,Packing,15,2025-10-23 20:24:01,2025-10-23 20:35:01,11
945,315,Shipping,10,2025-10-23 20:43:01,2025-10-23 21:34:01,51
946,316,Picking,11,2025-10-22 15:42:46,2025-10-22 15:58:46,16
947,316,Packing,14,2025-10-22 15:58:46,2025-10-22 16:21:46,23
948,316,Shipping,4,2025-10-22 16:32:46,2025-10-22 17:25:46,53
949,317,Picking,15,2025-10-25 02:22:38,2025-10-25 02:35:38,13
950,317,Packing,20,2025-10-25 02:45:38,2025-10-25 03:00:38,15
951,317,Shipping,9,2025-10-25 03:10:38,2025-10-25 03:42:38,32
952,318,Picking,15,2025-10-24 13:58:16,2025-10-24 14:24:16,26
953,318,Packing,9,2025-10-24 14:26:16,2025-10-24 14:38:16,12
954,318,Shipping,13,2025-10-24 14:50:16,2025-10-24 15:25:16,35
955,319,Picking,4,2025-10-26 00:27:24,2025-10-26 00:42:24,15
956,319,Packing,14,2025-10-26 00:43:24,2025-10-26 00:56:24,13
957,319,Shipping,19,2025-10-26 00:57:24,2025-10-26 01:17:24,20
958,320,Picking,5,2025-10-22 07:09:01,2025-10-22 07:53:01,44
959,320,Packing,16,2025-10-22 07:59:01,2025-10-22 08:26:01,27
960,320,Shipping,16,2025-10-22 08:26:01,2025-10-22 09:19:01,53
961,321,Picking,17,2025-10-21 21:17:12,2025-10-21 21:26:12,9
962,321,Packing,19,2025-10-21 21:30:12,2025-10-21 21:55:12,25
963,321,Shipping,19,2025-10-21 21:55:12,2025-10-21 22:50:12,55
964,322,Picking,8,2025-10-23 03:52:05,2025-10-23 04:30:05,38
965,322,Packing,16,2025-10-23 04:39:05,2025-10-23 04:50:05,11
966,322,Shipping,12,2025-10-23 05:03:05,2025-10-23 05:55:05,52
967,323,Picking,6,2025-10-26 03:45:56,2025-10-26 04:25:56,40
968,323,Packing,17,2025-10-26 04:34:56,2025-10-26 04:42:56,8
969,323,Shipping,16,2025-10-26 04:42:56,2025-10-26 05:33:56,51
970,324,Picking,2,2025-10-26 06:56:22,2025-10-26 07:32:22,36
971,324,Packing,17,2025-10-26 07:37:22,2025-10-26 07:57:22,20
972,324,Shipping,8,2025-10-26 08:07:22,2025-10-26 08:34:22,27
973,325,Picking,15,2025-10-24 00:23:01,2025-10-24 00:43:01,20
974,325,Packing,3,2025-10-24 00:44:01,2025-10-24 01:18:01,34
975,325,Shipping,16,2025-10-24 01:32:01,2025-10-24 02:18:01,46
976,326,Picking,18,2025-10-23 13:22:04,2025-10-23 13:28:04,6
977,326,Packing,18,2025-10-23 13:29:04,2025-10-23 13:59:04,30
978,326,Shipping,1,2025-10-23 14:12:04,2025-10-23 14:24:04,12
979,327,Picking,15,2025-10-26 06:28:22,2025-10-26 06:52:22,24
980,327,Packing,11,2025-10-26 07:00:22,2025-10-26 07:40:22,40
981,327,Shipping,12,2025-10-26 07:46:22,2025-10-26 08:37:22,51
982,328,Picking,15,2025-10-24 13:22:52,2025-10-24 14:02:52,40
983,328,Packing,4,2025-10-24 14:11:52,2025-10-24 14:46:52,35
984,328,Shipping,4,2025-10-24 14:57:52,2025-10-24 15:52:52,55
985,329,Picking,4,2025-10-23 02:20:47,2025-10-23 02:47:47,27
986,329,Packing,2,2025-10-23 02:57:47,2025-10-23 03:20:47,23
987,329,Shipping,6,2025-10-23 03:31:47,2025-10-23 04:25:47,54
988,330,Picking,13,2025-10-26 10:41:16,2025-10-26 11:02:16,21
989,330,Packing,7,2025-10-26 11:11:16,2025-10-26 11:28:16,17
990,330,Shipping,15,2025-10-26 11:34:16,2025-10-26 11:51:16,17
991,331,Picking,19,2025-10-21 11:33:36,2025-10-21 12:04:36,31
992,331,Packing,17,2025-10-21 12:04:36,2025-10-21 12:16:36,12
993,331,Shipping,5,2025-10-21 12:30:36,2025-10-21 13:09:36,39
994,332,Picking,6,2025-10-23 05:03:41,2025-10-23 05:11:41,8
995,332,Packing,19,2025-10-23 05:19:41,2025-10-23 05:51:41,32
996,332,Shipping,6,2025-10-23 06:06:41,2025-10-23 06:48:41,42
997,333,Picking,20,2025-10-25 21:13:31,2025-10-25 21:56:31,43
998,333,Packing,8,2025-10-25 22:05:31,2025-10-25 22:30:31,25
999,333,Shipping,9,2025-10-25 22:42:31,2025-10-25 23:18:31,36
1000,334,Picking,18,2025-10-23 07:02:01,2025-10-23 07:15:01,13
1001,334,Packing,11,2025-10-23 07:17:01,2025-10-23 07:48:01,31
1002,334,Shipping,18,2025-10-23 07:57:01,2025-10-23 08:51:01,54
1003,335,Picking,6,2025-10-25 01:12:56,2025-10-25 01:35:56,23
1004,335,Packing,17,2025-10-25 01:45:56,2025-10-25 02:12:56,27
1005,335,Shipping,18,2025-10-25 02:16:56,2025-10-25 03:11:56,55
1006,336,Picking,18,2025-10-25 00:20:38,2025-10-25 00:47:38,27
1007,336,Packing,10,2025-10-25 00:55:38,2025-10-25 01:30:38,35
1008,336,Shipping,14,2025-10-25 01:43:38,2025-10-25 02:36:38,53
1009,337,Picking,9,2025-10-25 11:12:51,2025-10-25 11:41:51,29
1010,337,Packing,6,2025-10-25 11:43:51,2025-10-25 11:51:51,8
1011,337,Shipping,10,2025-10-25 11:52:51,2025-10-25 12:14:51,22
1012,338,Picking,15,2025-10-24 11:07:44,2025-10-24 11:30:44,23
1013,338,Packing,4,2025-10-24 11:33:44,2025-10-24 12:12:44,39
1014,338,Shipping,20,2025-10-24 12:13:44,2025-10-24 12:45:44,32
1015,339,Picking,17,2025-10-22 09:38:38,2025-10-22 09:57:38,19
1016,339,Packing,10,2025-10-22 10:07:38,2025-10-22 10:47:38,40
1017,339,Shipping,2,2025-10-22 10:59:38,2025-10-22 11:24:38,25
1018,340,Picking,9,2025-10-24 04:57:11,2025-10-24 05:22:11,25
1019,340,Packing,7,2025-10-24 05:30:11,2025-10-24 05:38:11,8
1020,340,Shipping,20,2025-10-24 05:38:11,2025-10-24 06:35:11,57
1021,341,Picking,7,2025-10-24 18:29:23,2025-10-24 19:14:23,45
1022,341,Packing,10,2025-10-24 19:24:23,2025-10-24 19:52:23,28
1023,341,Shipping,15,2025-10-24 19:58:23,2025-10-24 20:57:23,59
1024,342,Picking,14,2025-10-24 09:48:26,2025-10-24 10:04:26,16
1025,342,Packing,9,2025-10-24 10:12:26,2025-10-24 10:24:26,12
1026,342,Shipping,18,2025-10-24 10:36:26,2025-10-24 10:48:26,12
1027,343,Picking,5,2025-10-23 14:14:56,2025-10-23 14:35:56,21
1028,343,Packing,2,2025-10-23 14:35:56,2025-10-23 15:01:56,26
1029,343,Shipping,5,2025-10-23 15:15:56,2025-10-23 16:10:56,55
1030,344,Picking,19,2025-10-23 12:19:06,2025-10-23 13:04:06,45
1031,344,Packing,18,2025-10-23 13:13:06,2025-10-23 13:37:06,24
1032,344,Shipping,12,2025-10-23 13:52:06,2025-10-23 14:52:06,60
1033,345,Picking,17,2025-10-24 20:00:55,2025-10-24 20:19:55,19
1034,345,Packing,6,2025-10-24 20:21:55,2025-10-24 20:59:55,38
1035,345,Shipping,14,2025-10-24 21:01:55,2025-10-24 22:01:55,60
1036,346,Picking,10,2025-10-26 02:33:16,2025-10-26 02:52:16,19
1037,346,Packing,7,2025-10-26 02:55:16,2025-10-26 03:21:16,26
1038,346,Shipping,20,2025-10-26 03:31:16,2025-10-26 04:04:16,33
1039,347,Picking,11,2025-10-24 18:20:45,2025-10-24 18:47:45,27
1040,347,Packing,13,2025-10-24 18:54:45,2025-10-24 19:14:45,20
1041,347,Shipping,4,2025-10-24 19:21:45,2025-10-24 19:33:45,12
1042,348,Picking,2,2025-10-23 18:02:18,2025-10-23 18:40:18,38
1043,348,Packing,10,2025-10-23 18:45:18,2025-10-23 19:22:18,37
1044,348,Shipping,7,2025-10-23 19:36:18,2025-10-23 20:17:18,41
1045,349,Picking,7,2025-10-24 05:34:03,2025-10-24 06:13:03,39
1046,349,Packing,14,2025-10-24 06:21:03,2025-10-24 06:26:03,5
1047,349,Shipping,4,2025-10-24 06:28:03,2025-10-24 06:51:03,23
1048,350,Picking,11,2025-10-23 10:37:56,2025-10-23 10:46:56,9
1049,350,Packing,2,2025-10-23 10:56:56,2025-10-23 11:10:56,14
1050,350,Shipping,3,2025-10-23 11:10:56,2025-10-23 11:49:56,39
1051,351,Picking,13,2025-10-22 15:08:40,2025-10-22 15:17:40,9
1052,351,Packing,15,2025-10-22 15:26:40,2025-10-22 15:45:40,19
1053,351,Shipping,13,2025-10-22 15:53:40,2025-10-22 16:29:40,36
1054,352,Picking,19,2025-10-25 17:23:02,2025-10-25 17:35:02,12
1055,352,Packing,2,2025-10-25 17:43:02,2025-10-25 17:48:02,5
1056,352,Shipping,3,2025-10-25 17:50:02,2025-10-25 18:48:02,58
1057,353,Picking,15,2025-10-22 22:09:54,2025-10-22 22:33:54,24
1058,353,Packing,13,2025-10-22 22:42:54,2025-10-22 22:52:54,10
1059,353,Shipping,13,2025-10-22 23:01:54,2025-10-22 23:59:54,58
1060,354,Picking,18,2025-10-24 22:31:38,2025-10-24 23:10:38,39
1061,354,Packing,10,2025-10-24 23:13:38,2025-10-24 23:26:38,13
1062,354,Shipping,5,2025-10-24 23:38:38,2025-10-25 00:38:38,60
1063,355,Picking,2,2025-10-23 19:51:39,2025-10-23 19:56:39,5
1064,355,Packing,1,2025-10-23 20:04:39,2025-10-23 20:44:39,40
1065,355,Shipping,19,2025-10-23 20:48:39,2025-10-23 21:05:39,17
1066,356,Picking,14,2025-10-22 22:06:05,2025-10-22 22:16:05,10
1067,356,Packing,17,2025-10-22 22:20:05,2025-10-22 22:38:05,18
1068,356,Shipping,5,2025-10-22 22:49:05,2025-10-22 23:12:05,23
1069,357,Picking,19,2025-10-26 04:55:00,2025-10-26 05:16:00,21
1070,357,Packing,2,2025-10-26 05:19:00,2025-10-26 05:31:00,12
1071,357,Shipping,18,2025-10-26 05:36:00,2025-10-26 06:28:00,52
1072,358,Picking,19,2025-10-23 23:12:36,2025-10-23 23:21:36,9
1073,358,Packing,16,2025-10-23 23:25:36,2025-10-23 23:36:36,11
1074,358,Shipping,11,2025-10-23 23:42:36,2025-10-24 00:38:36,56
1075,359,Picking,16,2025-10-21 17:32:35,2025-10-21 17:55:35,23
1076,359,Packing,15,2025-10-21 18:04:35,2025-10-21 18:13:35,9
1077,359,Shipping,11,2025-10-21 18:19:35,2025-10-21 18:49:35,30
1078,360,Picking,6,2025-10-23 09:34:28,2025-10-23 10:15:28,41
1079,360,Packing,1,2025-10-23 10:24:28,2025-10-23 10:52:28,28
1080,360,Shipping,11,2025-10-23 11:02:28,2025-10-23 11:39:28,37
1081,361,Picking,15,2025-10-25 23:49:31,2025-10-26 00:17:31,28
1082,361,Packing,12,2025-10-26 00:19:31,2025-10-26 00:45:31,26
1083,361,Shipping,10,2025-10-26 01:00:31,2025-10-26 01:39:31,39
1084,362,Picking,7,2025-10-24 08:39:07,2025-10-24 09:22:07,43
1085,362,Packing,9,2025-10-24 09:23:07,2025-10-24 09:45:07,22
1086,362,Shipping,3,2025-10-24 09:49:07,2025-10-24 10:33:07,44
1087,363,Picking,18,2025-10-25 18:27:34,2025-10-25 18:33:34,6
1088,363,Packing,9,2025-10-25 18:42:34,2025-10-25 19:12:34,30
1089,363,Shipping,18,2025-10-25 19:18:34,2025-10-25 19:30:34,12
